system:index,district,group,nighttime_lights,year,.geo
9_7,Gubadli,treated,0.501930116082779,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_8,Zangilan,treated,0.6734149639487146,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_9,Jalilabad,comparison,0.847157877335203,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_10,Barda,comparison,1.2176600105285338,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_11,Aghjabadi,comparison,0.8180949949144323,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_12,Beylagan,comparison,0.7752374228152414,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_13,Goranboy,comparison,0.6633486252873689,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_14,Tartar,comparison,0.6691507188533846,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_15,Dashkasan,comparison,0.5255777157614927,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_16,Gadabay,comparison,0.5513777976079992,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_17,Tovuz,comparison,0.5685277250303838,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_18,Gazakh,comparison,0.7940502988991883,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,Shusha,treated,19.43066217269743,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_1,Kalbajar,treated,0.47099294822239324,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_2,Aghdam,treated,0.7828638330011704,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_3,Lachin,treated,0.6400861397900899,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_4,Khojavand,treated,0.4788006348610697,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_5,Fuzuli,treated,0.7685850902701686,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_6,Jabrayil,treated,0.5738583488940269,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_7,Gubadli,treated,0.5169919435136221,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_8,Zangilan,treated,0.678529423025221,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_9,Jalilabad,comparison,0.9351852032740965,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_10,Barda,comparison,1.3902037232559354,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_11,Aghjabadi,comparison,0.871256263976009,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_12,Beylagan,comparison,0.8259240079497032,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_13,Goranboy,comparison,0.6838955847118652,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_14,Tartar,comparison,0.6956616154914017,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_15,Dashkasan,comparison,0.5479107521480134,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_16,Gadabay,comparison,0.5316240993569259,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_17,Tovuz,comparison,0.6079073337983624,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_18,Gazakh,comparison,0.8772704556088174,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
